SAE Average Scores
Intelligence,Kindness,Sophistication,Aggression,Emotional,Laziness,Factual
1.85,1.6,1.3,6.85,6.8,3.1,1.35
AAVE Average Scores
Intelligence,Kindness,Sophistication,Aggression,Emotional,Laziness,Factual
1.35,1.45,1.25,7.0,6.6,2.25,1.3
SAE Average Standard Deviations
Intelligence,Kindness,Sophistication,Aggression,Emotional,Laziness,Factual
1.0150000000000001,0.6000000000000001,0.3225,1.105,2.3674999999999997,1.9874999999999998,0.345
AAVE Average Standard Deviations
Intelligence,Kindness,Sophistication,Aggression,Emotional,Laziness,Factual
0.46749999999999997,0.715,0.4,0.7775000000000001,1.9575000000000002,1.2325000000000002,0.5225
SAE Average CV
Intelligence,Kindness,Sophistication,Aggression,Emotional,Laziness,Factual
50.4025,36.2625,19.4575,26.400000000000002,38.94,69.9875,19.47
AAVE Average CV
Intelligence,Kindness,Sophistication,Aggression,Emotional,Laziness,Factual
34.582499999999996,42.832499999999996,29.165,16.134999999999998,38.2675,46.59,39.7
